year,month,price,Luxury,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,basement,yr_built,yr_renovated,lat,long
2014,9,440000,0,3,2.0,2100,-1,1.0,0,0,C,1080,1,1957,0,47.7622,-122.302
2014,9,665000,1,3,2.5,2630,-1,2.0,0,0,B,2630,0,1996,0,47.5515,-122.083
2014,7,298000,0,3,2.5,1852,-1,2.0,0,0,B,1852,0,2014,0,47.3455,-122.21
2014,11,234000,0,3,1.0,1240,-1,1.0,0,0,B,1240,0,1921,1992,47.4303,-122.046
2014,9,678000,1,3,3.0,2770,-1,1.0,0,1,A,1640,1,1962,0,47.7011,-122.206
2014,7,279000,0,3,1.0,1320,-1,1.5,0,0,B,1320,0,1913,0,47.5288,-122.325
2014,11,252000,0,4,2.0,1940,-1,1.0,0,0,C,1940,0,1974,0,47.3215,-122.369
2014,8,830005,1,4,3.5,3610,-1,2.0,0,0,B,3290,1,1994,0,47.6992,-122.385
2014,11,1150000,1,4,3.5,3740,-1,2.0,0,0,B,3360,0,1990,0,47.6624,-122.071
2014,6,500000,0,3,2.0,1540,-1,1.0,0,0,A,850,1,1947,0,47.5763,-122.222
2014,8,495000,0,2,2.0,1540,-1,1.0,0,0,B,960,1,1949,0,47.6932,-122.395
2014,6,1035000,1,4,3.5,3450,-1,2.0,0,1,C,2430,1,1960,2001,47.4556,-122.372
2014,7,282000,0,3,2.5,2010,-1,2.0,0,0,B,2010,0,2006,0,47.3338,-122.052
2014,9,575000,1,3,2.5,2120,-1,2.0,0,0,B,2120,0,2004,0,47.681,-122.032
2014,9,233500,0,3,1.5,1580,-1,1.0,0,0,C,1580,0,1957,0,47.2903,-122.214
2014,9,618000,1,3,2.5,2340,-1,2.0,0,0,B,2340,0,1998,0,47.6059,-122.307
2014,10,955990,1,5,3.5,3740,-1,2.0,0,0,B,3360,0,2014,0,47.6843,-122.016
2014,11,375000,0,3,2.0,1410,-1,1.0,0,0,C,1410,0,1983,0,47.7587,-122.144
2014,10,249900,0,2,2.0,1470,-1,2.0,0,0,B,1470,0,2005,0,47.3502,-122.02
2014,5,403000,0,3,3.0,2090,-1,2.0,0,0,B,2090,0,2012,0,47.7336,-121.965
2014,6,499000,0,2,1.0,1220,-1,1.0,0,0,B,920,1,1926,0,47.6823,-122.365
2014,10,533000,1,3,2.5,2810,-1,2.0,0,0,B,2810,0,2004,0,47.7735,-122.227
2014,9,570000,1,2,2.0,2870,-1,2.0,0,1,C,1770,1,1994,0,47.4847,-122.0
2014,9,536500,1,4,2.5,1720,-1,2.0,0,1,B,1470,1,2000,0,47.591,-122.293
2014,8,950000,1,4,2.5,2790,-1,2.0,0,0,C,2790,0,1964,0,47.5477,-122.215
2014,8,435000,0,3,1.0,1050,-1,1.0,-1,0,B,930,1,1920,0,47.5402,-122.38
2014,5,675000,1,5,2.5,2820,-1,2.0,0,0,B,2820,0,1979,0,47.5794,-122.025
2014,5,926300,1,3,1.5,1660,-1,2.0,0,0,B,1660,0,1907,0,47.6352,-122.358
2014,6,345000,0,3,2.5,1210,-1,2.0,0,0,B,1210,0,2008,0,47.6977,-122.349
2014,10,543500,1,4,2.5,2550,-1,2.0,0,0,B,2550,0,1998,0,47.5373,-121.87
2014,6,1010000,1,2,2.0,1460,-1,1.0,0,1,A,1460,0,1900,0,47.6857,-122.208
2014,8,825000,1,3,3.0,3040,-1,2.0,0,0,C,3040,0,1987,0,47.7108,-122.225
2014,11,331000,0,3,2.0,1080,-1,1.0,0,0,B,850,1,1954,2003,47.6601,-122.4
2014,5,415000,0,2,1.0,1050,-1,1.0,0,0,C,1050,0,1943,0,47.3226,-122.287
2014,7,300000,0,4,2.5,2080,-1,2.0,-1,0,B,2080,0,1998,0,47.4909,-122.157
2014,6,560000,1,4,2.0,1880,-1,1.5,0,0,C,1090,1,1944,0,47.6635,-122.362
2014,7,518000,1,4,2.5,2640,-1,1.0,0,0,B,1770,1,1977,0,47.4688,-122.009
2014,5,290000,0,4,2.5,1700,-1,2.0,0,0,C,1700,0,1988,0,47.4045,-122.171
2014,5,525000,1,3,1.5,1540,-1,2.0,0,0,B,1540,0,1941,2009,47.5678,-122.378
2014,10,220000,0,3,2.0,1230,-1,1.0,0,0,B,1230,0,1986,0,47.2881,-122.363
2014,8,270000,0,3,2.5,1400,-1,2.0,0,0,B,1400,0,2012,0,47.3596,-122.082
2014,11,1200000,1,4,3.5,3740,-1,2.0,0,0,B,3260,1,2000,0,47.5269,-121.922
2014,6,275000,0,3,1.0,1720,-1,1.0,0,0,B,1000,1,1983,0,47.3186,-122.391
2014,9,838300,1,5,2.5,3740,-1,1.0,0,0,B,2360,1,1967,0,47.6976,-122.381
2014,11,649500,1,3,3.0,3730,-1,1.5,0,0,C,2230,1,1990,0,47.4257,-122.03
2014,7,305000,0,3,2.0,1400,-1,1.0,0,0,C,1400,0,1976,0,47.479,-122.132
2014,9,525000,1,4,1.0,1570,-1,1.5,0,0,B,1570,0,1920,0,47.6275,-122.321
2014,6,415000,0,3,2.5,2280,-1,2.0,0,0,B,2280,0,2011,0,47.7322,-121.966
2014,6,770000,1,4,2.5,3210,-1,2.0,0,0,B,3210,0,1995,0,47.6073,-122.062
2014,7,640000,1,3,2.5,2390,-1,2.0,0,0,C,2390,0,1990,0,47.6271,-122.028
2014,12,340000,0,3,2.0,1570,-1,1.0,0,0,B,1570,0,2001,0,47.6965,-121.922
2014,8,640000,1,4,2.5,2460,-1,1.0,0,0,C,1560,1,1965,0,47.7133,-122.361
2014,6,251750,0,3,2.0,1320,-1,1.0,0,0,A,1320,0,1975,0,47.3947,-122.174
2014,6,563000,1,3,3.0,2340,-1,1.0,0,0,C,1500,1,1972,0,47.5952,-122.051
2014,9,463500,0,2,1.0,1090,-1,1.0,0,0,C,1090,0,1924,0,47.54,-122.269
2014,5,425000,0,4,2.0,1520,-1,1.0,0,0,A,1520,0,1967,0,47.7357,-122.193
2014,10,1200000,1,4,3.5,3320,-1,2.0,0,0,B,3320,0,2014,0,47.5963,-122.2
2014,8,910000,1,3,2.5,2180,-1,1.0,0,0,C,1660,1,1966,0,47.5358,-122.235
2014,5,384000,0,3,2.5,1700,-1,2.0,0,0,B,1700,0,2003,0,47.5327,-121.871
2014,9,490000,0,3,2.0,1510,-1,1.0,0,0,C,1510,0,1984,0,47.5931,-122.158
2014,5,647500,1,4,2.0,2060,-1,1.0,0,0,C,1160,1,1947,0,47.4444,-122.351
2014,9,300000,0,3,2.5,1320,-1,2.0,0,0,B,1320,0,2005,0,47.5355,-122.283
2014,9,460000,0,3,2.0,1400,-1,1.0,0,0,C,850,1,1908,2006,47.6508,-122.368
2014,12,852500,1,5,3.5,3740,-1,2.0,0,0,B,3360,0,2005,0,47.5837,-121.971
2014,9,1200000,1,4,3.5,2910,-1,2.0,0,1,A,1830,1,1914,0,47.616,-122.282
2014,7,485000,0,4,2.5,2420,-1,1.0,0,0,A,1210,1,1958,0,47.7397,-122.259
2014,6,376000,0,4,3.0,2420,-1,2.0,0,0,B,2420,0,2005,0,47.3772,-122.029
2014,11,410000,0,3,2.0,1530,-1,1.0,0,0,B,1180,1,1988,0,47.7422,-122.097
2014,8,291375,0,4,2.5,2220,-1,2.0,0,0,B,2220,0,2001,0,47.4887,-122.15
2014,5,450000,0,3,1.5,1770,-1,1.0,0,0,B,1160,1,1959,0,47.5659,-122.117
2014,10,476100,0,4,2.5,1850,-1,2.0,0,0,B,1600,1,2005,0,47.5529,-121.996
2014,12,760000,1,5,2.0,3740,-1,1.5,0,0,A,2560,1,1910,0,47.5798,-122.294
2014,7,375000,0,3,1.0,2530,-1,1.0,0,0,C,1800,1,1977,0,47.3913,-122.121
2014,8,390000,0,4,3.0,2570,-1,1.0,0,0,B,1420,1,1988,0,47.4417,-122.09
2014,9,730000,1,3,2.5,2040,-1,2.0,0,0,B,2040,0,1977,0,47.7584,-122.136
2014,9,237000,0,3,2.5,1490,-1,2.0,0,0,B,1490,0,2005,0,47.4324,-122.197
2014,9,335000,0,3,2.5,1700,-1,2.0,0,0,B,1700,0,1997,0,47.3826,-122.028
2014,12,430000,0,4,2.5,2020,-1,1.5,0,0,A,1200,1,1925,0,47.5576,-122.376
2014,9,560000,1,4,1.5,1790,-1,1.0,0,0,C,1020,1,1923,0,47.6489,-122.337
2014,8,340000,0,3,2.0,1720,-1,1.0,0,0,B,860,1,1957,0,47.5092,-122.362
2014,9,450000,0,2,1.0,1030,-1,1.0,0,0,B,1030,0,1942,0,47.6875,-122.387
2014,5,300000,0,3,1.0,1220,-1,1.0,0,0,C,1220,0,1955,0,47.7608,-122.353
2014,12,750000,1,5,2.5,2020,-1,1.0,0,0,C,1010,1,1963,0,47.5763,-122.219
2014,10,259000,0,3,2.0,1590,-1,1.0,0,0,B,1590,0,1952,0,47.4713,-122.344
2014,11,409500,0,3,1.0,1340,-1,1.0,0,0,C,1040,1,1921,0,47.6916,-122.352
2014,12,875000,1,3,2.5,1820,-1,1.0,0,0,C,1820,0,1953,0,47.6287,-122.207
2014,5,215000,0,2,1.0,1040,-1,1.0,0,0,A,1040,0,1912,0,47.3877,-122.234
2014,12,420000,0,3,1.5,1780,-1,1.0,0,1,C,1030,1,1958,0,47.5168,-122.256
2014,5,360000,0,3,1.0,1050,-1,1.5,0,0,B,1050,0,1954,0,47.7071,-122.301
2014,10,685100,1,4,2.5,2790,-1,2.0,0,0,B,2790,0,1999,0,47.6085,-122.017
2014,9,329780,0,3,2.5,1730,-1,2.0,0,0,B,1730,0,2014,0,47.5014,-122.34
2014,5,862500,1,4,3.0,3280,-1,2.0,0,0,B,3280,0,1996,0,47.7073,-122.07
2014,12,353500,0,3,2.5,1260,-1,2.0,0,0,B,850,1,2008,0,47.5872,-122.316
2014,12,337500,0,2,1.0,1300,-1,1.0,0,0,B,1300,0,1950,0,47.5697,-122.395
2014,9,359000,0,4,2.0,1580,-1,1.0,0,0,C,850,1,1945,0,47.5378,-122.369
2014,12,395000,0,4,3.0,2280,-1,2.0,0,0,B,2280,0,2009,0,47.7333,-121.976
2014,10,250000,0,4,2.0,1860,-1,1.0,0,0,C,1090,1,1977,0,47.3979,-122.174
2014,10,529950,1,2,2.5,1500,-1,2.0,0,0,B,1140,1,2014,0,47.6689,-122.363
2014,6,219900,0,3,1.0,970,-1,1.0,0,0,C,970,0,1967,0,47.3173,-122.327
2014,6,386000,0,4,2.5,2050,-1,2.0,0,1,B,1770,1,1965,0,47.3978,-122.313
2014,8,885000,1,2,2.0,1313,-1,1.0,0,0,B,1313,0,1904,2012,47.6369,-122.365
2014,5,606000,1,4,2.5,2110,-1,2.0,0,0,B,2110,0,1987,0,47.5497,-122.077
2014,8,578000,1,3,1.0,1500,-1,1.0,0,0,B,1120,1,1938,0,47.6873,-122.385
2014,8,405000,0,3,2.0,1740,-1,1.0,0,0,B,1230,1,1989,0,47.7397,-122.242
2014,10,345000,0,2,2.5,1110,-1,2.0,0,0,B,1110,0,2006,0,47.6968,-122.34
2014,5,560000,1,3,2.0,2560,-1,1.0,0,0,B,2560,0,1986,0,47.295,-122.086
2014,9,799000,1,3,2.5,2140,-1,1.0,0,0,C,2140,0,1959,0,47.5505,-122.219
2014,5,315000,0,3,2.0,1300,-1,1.0,0,0,B,900,1,1993,0,47.5374,-122.27
2014,8,255000,0,3,2.0,1260,-1,2.0,0,0,B,850,1,2011,0,47.5261,-122.361
2014,8,895000,1,3,2.5,2500,-1,2.0,0,0,C,1910,1,1993,0,47.6393,-122.311
2014,12,620000,1,4,2.5,2580,-1,2.0,0,0,B,2580,0,1993,0,47.6319,-122.022
2014,5,750000,1,3,2.0,1700,-1,1.0,0,0,B,1460,1,1947,0,47.6534,-122.415
2014,9,215000,0,2,1.0,1040,-1,1.0,0,1,B,1040,0,1949,1989,47.6981,-121.875
2014,9,555000,1,5,3.0,2170,-1,1.0,0,0,B,1290,1,1977,0,47.691,-122.113
2014,7,265000,0,3,2.0,2200,-1,1.0,0,0,B,1270,1,1962,0,47.3745,-122.276
2014,7,645000,1,3,2.0,2340,-1,1.5,0,0,A,1620,1,1914,0,47.6956,-122.335
2014,5,245000,0,4,1.0,1530,-1,1.5,0,0,B,1400,1,1948,0,47.5015,-122.262
2014,5,239950,0,3,1.0,1900,-1,1.5,0,0,C,1900,0,1942,0,47.2738,-122.271
2014,5,875000,1,3,2.0,2220,-1,1.0,0,1,C,1220,1,1947,0,47.6426,-122.388
2014,12,710000,1,4,2.5,3060,-1,2.0,0,0,B,3060,0,2006,0,47.5395,-122.188
2014,5,297000,0,5,2.5,1970,-1,2.0,0,0,C,1970,0,1994,0,47.1944,-122.013
2014,6,500000,0,5,3.0,2920,-1,2.0,0,0,B,2920,0,2003,0,47.7607,-122.354
2014,10,491000,0,3,2.0,1660,-1,2.0,0,1,B,1660,0,1950,1990,47.5552,-122.296
2014,12,470000,0,2,1.0,1220,-1,1.5,0,0,C,1220,0,1908,0,47.6801,-122.354
2014,9,988000,1,4,3.0,3740,-1,2.0,0,0,B,3360,0,1987,0,47.7205,-122.127
2014,10,1200000,1,4,3.0,3680,-1,2.0,0,1,B,2480,1,1936,0,47.6599,-122.269
2014,7,265000,0,3,1.5,1560,-1,1.0,0,0,A,1560,0,1961,0,47.2048,-121.999
2014,10,640000,1,4,2.0,2060,-1,1.0,0,0,C,2060,0,1960,0,47.5867,-122.174
2014,5,599950,1,3,2.5,2660,-1,2.0,0,0,B,2660,0,2014,0,47.5487,-122.272
2014,6,480000,0,5,2.5,2732,-1,1.0,0,1,C,1870,1,1975,0,47.3436,-122.323
2014,7,526000,1,4,2.0,2220,-1,1.0,0,0,B,1110,1,1959,0,47.7136,-122.29
2014,9,540000,1,3,1.0,2100,-1,1.0,-1,1,B,1470,1,1948,0,47.4544,-122.366
2014,11,1200000,1,4,1.0,3740,-1,1.0,0,1,A,2180,1,1971,0,47.5811,-122.4
2014,5,300000,0,2,2.0,1360,-1,1.0,0,0,B,860,1,1975,0,47.7295,-122.359
2014,6,442900,0,4,2.0,1780,-1,1.0,0,0,C,890,1,1943,0,47.6511,-122.4
2014,8,612000,1,4,2.5,2680,-1,1.5,0,1,C,1680,1,1928,0,47.6727,-122.361
2014,9,348000,0,4,2.5,2720,-1,1.0,0,0,C,2120,1,1987,0,47.4391,-122.161
2014,10,370000,0,4,3.0,2420,-1,1.0,0,0,B,2420,0,1985,0,47.4053,-122.03
2014,12,335000,0,3,1.0,980,-1,1.0,0,0,C,980,0,1966,0,47.7746,-122.239
2014,12,550000,1,3,1.0,1130,-1,1.0,0,0,B,880,1,1947,0,47.6973,-122.389
2014,5,300000,0,2,1.0,940,-1,1.0,0,0,C,850,0,1916,0,47.7049,-122.349
2014,10,287500,0,4,2.5,2250,-1,2.0,0,0,B,2250,0,1985,0,47.3715,-122.274
2014,7,1200000,1,5,3.5,3740,-1,2.0,0,1,B,3360,1,1996,0,47.5542,-122.097
2014,7,740000,1,4,2.5,3360,-1,2.0,0,0,B,3360,0,1997,0,47.6649,-122.135
2014,6,554000,1,3,2.0,1760,-1,1.0,0,0,B,1760,0,1977,0,47.5938,-122.154
2014,12,555000,1,4,2.0,2350,-1,1.5,0,0,C,1410,1,1946,0,47.559,-122.397
2014,10,562000,1,4,2.5,2170,-1,1.0,0,0,B,1540,1,1974,0,47.672,-122.169
2014,12,340000,0,2,1.0,940,-1,1.0,0,0,B,860,0,1947,0,47.7042,-122.369
2014,10,550000,1,4,2.5,2420,-1,1.0,0,0,B,1680,1,1988,0,47.5748,-122.013
2014,12,589000,1,4,1.0,2210,-1,2.0,0,0,B,2210,0,1901,0,47.6105,-122.309
2014,9,362000,0,3,1.0,1290,-1,1.0,0,0,C,1290,0,1956,0,47.7641,-122.265
2014,7,364500,0,3,2.0,1740,-1,1.0,0,0,A,1040,1,1954,0,47.7508,-122.352
2014,12,350000,0,3,2.5,1760,-1,2.0,0,0,B,1760,0,1995,0,47.7466,-121.979
2014,10,347500,0,4,2.5,1970,-1,2.0,0,0,B,1970,0,2007,0,47.3576,-122.058
2014,11,215000,0,2,1.0,940,-1,1.0,0,0,B,850,0,1943,0,47.5057,-122.348
2014,8,560000,1,3,3.5,2270,-1,2.0,0,0,B,1880,1,1996,0,47.5356,-122.384
2014,10,565000,1,2,2.0,1130,-1,1.0,0,0,B,1130,0,2006,0,47.2673,-122.027
2014,7,375000,0,3,1.5,1370,-1,2.0,0,0,B,1370,0,1968,0,47.7302,-122.197
2014,7,851000,1,5,3.5,3740,-1,2.0,0,0,B,2550,1,1984,0,47.5654,-122.115
2014,5,405000,0,2,1.0,940,-1,1.0,0,0,B,910,0,1942,0,47.6892,-122.306
2014,7,315000,0,3,2.0,1660,-1,1.0,0,0,C,1660,0,1991,0,47.2559,-122.007
2014,9,235000,0,5,1.0,1500,-1,1.5,0,0,A,1500,0,1966,0,47.4702,-122.281
2014,9,402000,0,3,2.5,1970,-1,2.0,0,0,C,1970,0,1990,0,47.7397,-122.209
2014,5,499000,0,2,1.5,1110,-1,2.0,-1,0,B,930,1,2005,0,47.6319,-122.362
2014,10,525000,1,4,2.0,2540,-1,1.0,0,0,C,1270,1,1947,0,47.5579,-122.271
2014,10,542950,1,3,2.5,2070,-1,2.0,0,0,B,2070,0,1988,0,47.7696,-122.036
2014,10,405000,0,3,2.0,1900,-1,1.0,0,0,B,1390,1,1978,0,47.7748,-122.291
2014,7,418000,0,2,2.5,1500,-1,2.0,0,0,B,1500,0,2005,0,47.5472,-121.994
2014,10,306500,0,2,1.0,940,-1,2.0,0,0,B,850,0,2006,0,47.5396,-122.387
2014,5,250000,0,3,2.0,1900,-1,1.0,0,0,A,950,1,1966,0,47.3594,-122.054
2014,8,968000,1,4,2.0,2630,-1,1.0,0,0,C,2630,0,1963,0,47.5459,-122.228
2014,7,340000,0,5,3.0,2790,-1,1.0,0,0,B,1470,1,1977,0,47.7565,-122.331
2014,9,225000,0,3,1.0,1290,-1,1.0,0,0,C,970,1,1966,0,47.3054,-122.371
2014,5,819995,1,5,3.0,3030,-1,2.0,0,0,B,3030,0,2013,0,47.5305,-122.184
2014,12,755000,1,3,3.5,3450,-1,2.0,0,0,B,2690,1,1989,0,47.4294,-122.343
2014,7,545000,1,4,2.0,1910,-1,1.0,0,0,C,1210,1,1953,0,47.5693,-122.391
2014,8,402000,0,4,2.0,1640,-1,1.0,0,0,C,1010,1,1968,0,47.6933,-122.116
2014,7,471835,0,4,2.5,3281,-1,2.0,0,0,B,3281,0,2014,0,47.3273,-122.163
2014,10,217000,0,2,1.0,970,-1,1.0,0,0,B,970,0,1951,0,47.5297,-122.277
2014,10,250000,0,3,2.0,1480,-1,1.0,0,0,C,1480,0,1980,0,47.2977,-122.367
2014,12,405000,0,4,2.5,1980,-1,2.0,0,0,B,1980,0,2007,0,47.5147,-122.19
2014,12,1001000,1,4,2.0,3100,-1,1.5,0,0,A,2040,1,1939,0,47.6852,-122.329
2014,9,590000,1,4,3.0,2240,-1,2.0,0,0,C,1540,1,1940,0,47.5785,-122.402
2014,9,853505,1,3,2.5,2820,-1,1.0,0,1,B,1770,1,1985,0,47.7019,-122.228
2014,7,850000,1,4,3.0,2720,-1,2.0,0,0,B,2720,0,1975,2007,47.6749,-122.002
2014,7,568000,1,3,2.0,1930,-1,1.0,0,1,B,1300,1,1980,0,47.6751,-121.993
2014,10,439000,0,4,2.5,2240,-1,2.0,0,0,B,2240,0,1978,0,47.7746,-122.197
2014,12,278000,0,2,2.5,1420,-1,2.0,0,0,B,1420,0,2004,0,47.4871,-122.165
2014,6,1080000,1,3,3.0,3740,-1,2.0,0,0,C,3360,1,1989,0,47.5911,-122.131
2014,12,349900,0,2,2.0,1550,-1,1.0,0,0,B,970,1,1969,0,47.4701,-121.744
2014,8,460000,0,2,2.5,1830,-1,1.0,0,0,A,930,1,1946,0,47.701,-122.305
2014,5,665000,1,4,2.5,2600,-1,2.0,0,0,B,2600,0,1996,0,47.5283,-122.146
2014,11,1050000,1,2,2.5,2350,-1,2.0,0,1,B,2000,1,2007,0,47.5999,-122.286
2014,7,675000,1,4,2.5,2900,-1,2.0,0,0,B,2900,0,2002,0,47.6063,-122.02
2014,10,450000,0,4,2.0,1640,-1,1.0,0,0,C,850,1,1912,0,47.6684,-122.314
2014,8,417000,0,3,1.5,2500,-1,1.5,0,0,A,1730,1,1941,1984,47.5297,-122.354
2014,12,422500,0,2,1.0,940,-1,1.0,0,0,C,910,0,1923,0,47.5536,-122.377
2014,11,1200000,1,3,3.5,2610,-1,2.0,1,1,B,2610,0,2006,0,47.7175,-122.278
